Field_ID,Yield
I17FLO6,4.520696
U24QCE1,5.501579
1VVO96X,4.007917
42G0NU1,4.8895698
8R2ZDQ2,4.015422
BKURGO9,4.6458893
ECO0J9R,2.912412
2BWCAPO,3.7721977
SI8JPGA,5.164751
MTIFSMJ,3.5012846
7WCV89J,4.675475
8OJNBWU,4.844433
8RDT9RQ,3.9638011
G73G122,3.4499226
8RWXL50,5.5509453
1RLY1BU,5.160077
5ZYPE0D,3.8204687
6GKM3HL,2.825684
2UNIO6T,3.1206653
MGUIY1K,3.2605107
0HPA3ZN,3.0275803
ERSQZ97,3.9677484
8YKBECM,3.069899
JPCHUIL,3.299139
XSDYZSY,3.3336306
575WC95,4.3455734
DS8ZIQX,3.3000708
ZKD03CH,3.802127
X03H66F,3.9279838
WV16GA2,3.607115
2WOQH74,3.379389
Y2YZVIB,4.0074615
PYQF66M,3.2907422
QRUJ8OB,3.491283
0L8E1ID,3.0461392
Q5FCO9D,3.5729723
P6XOYSX,4.2759256
WGEKO2T,3.9084058
48RKPGJ,2.259183
5V6D4DH,4.126903
J5K8BDY,4.836788
02RNO3Z,3.664614
H48D3ZQ,4.992155
MVZYABM,3.2253025
W3VCQWP,5.851401
1UAW1TJ,2.8961167
B6EII69,3.2895057
IPHLGAW,3.3310916
410Y52I,3.143934
INPZQFW,4.2721686
H9MVYFK,3.425311
0LEKL80,4.155363
04PICIF,2.9130883
3SO2JGI,3.8424306
3X4XOLY,4.6401963
JQCMIA8,3.9959893
B0PU5XO,3.7825165
1812PI2,3.954986
1D8TXIN,4.3429585
E0JPJW0,4.4090214
SYG84QX,4.0589685
GLDH02M,3.6014528
8YZ0QWY,2.2594156
7YUYFIJ,3.6789296
K4BSRIV,3.1516118
6OUOBT0,2.7764795
WXMSHVL,2.8209212
WU0LSKM,3.0619712
DUCFWQ5,2.3721519
SF1VT4A,2.588018
U352SYH,3.5812175
BIS8KNU,2.7984862
WKRKO7G,3.3233747
3JL4JB7,3.2791426
HBOU7LT,3.458978
YIQ0JIE,2.9163651
3UQA6UV,2.6845222
AFYJD60,3.0166123
8563G5G,2.9852943
YKFDRL8,3.129719
JVNZ3J5,3.1363888
BXV3SUA,2.9188948
QHD9YU1,3.260709
GDXRX14,3.0353482
HMUCJJS,3.6164
76TW5IL,3.6833367
QZCJPOW,2.3983846
6T472BL,3.27014
6SWAE14,2.6837964
AMG60EQ,3.1058764
779XUCU,3.213729
U5LQNHH,3.3085396
I7H1S8K,3.2195292
58YGJD2,3.274464
BLB6M6A,3.0543284
YKQAJLY,2.5190523
DLU3GVG,2.9831874
1NPNKOY,3.8641727
LOVMNSZ,2.779965
MUN6BPV,3.3053162
KFHX8R0,2.942589
3IGU2M8,2.955351
E998LY9,3.2983196
TFYM1Z1,3.144208
0V5KWAV,3.275642
FNQYRA7,2.6022162
LP1RQ82,3.0967176
ZXNIR8F,3.1571832
MDV1DLW,3.425796
981QXVB,2.6903577
OH43JJM,2.7384737
MPK8FPA,3.6347344
6L3MV0O,2.2461944
70SRAYE,2.7607925
9OUNQAM,2.0591412
AVGZSTD,2.8257
8FT7CV7,2.7938685
5Y0E20F,3.2425504
MWHKL3P,3.5929801
2QF6KRC,2.4136305
D4NBQYH,2.7383068
AY3WAKL,2.6041493
TN1IY0G,2.651901
37532EW,3.7681231
RMRNSAW,2.980784
O2YEQGA,2.4371848
ETTK3TL,2.726926
TGY598G,2.598486
65GEO4H,2.9686599
KB806Y2,3.8364882
9PJ4GXB,2.6969576
VQ3P3TC,4.2327147
CXATUT5,1.888969
DN3RQQ3,4.8193116
7HRL66O,2.0874338
PQ0KLVC,4.782341
UOZZ0DZ,2.0593789
C60Z3DN,4.6359797
7M5J9Y6,2.3678663
JEG9CVR,1.8942122
UMDH2FA,4.9521327
KG9GN6T,1.9631264
1552NDR,2.4179196
LM6ML8C,2.1515281
AH8ERKQ,2.1823392
2Y2RLOV,4.1680717
X0SUCQW,2.0894756
N68Y6G1,1.965914
GOU8BB9,5.05539
HVFJBTJ,2.047936
5NM9968,2.0214152
NCXWOGJ,2.5866756
W8YGQ9F,2.630209
DAZM2HB,2.7284622
GE7TPYX,2.3973165
VJESL6K,2.206407
OFP6V42,2.6220524
BBH9M48,4.4312115
5UM1C7C,3.3826125
7XL12LY,2.3736925
FF01TNS,2.9953094
3DICOJC,2.7065656
MYBDWMS,4.8576593
Y13WYL7,4.2451077
AX9Y33M,4.6982203
MEYRRVR,4.5856714
KEF9LFQ,4.462124
XCN781K,4.325897
YAQI5OB,3.5493062
A7EFPRW,4.6418953
UW52XCR,4.1084847
BSBV1QR,4.4155903
Y2Q7Z9N,4.4972544
KQFF1PQ,3.6979232
AL3S00S,4.329391
VNEUEC4,4.6359534
AM5ZFDH,4.4855404
TTIFXIS,4.333513
8759367,4.4855404
JYDKERW,4.39146
VRQ9P2T,3.2345243
JWR2SIS,3.670703
I09G1QZ,4.478401
F41QEQC,5.017456
MKLPQE7,4.139682
BGYGXTI,4.0175505
LOMS2XH,3.5018191
DDOV4ES,4.3001637
YLXHBFU,3.5867913
V9DI84P,3.1424243
KTAYOS9,3.5399928
4HIC1OY,3.0814533
4OO8BYW,3.8881047
IE9QEM1,3.8881047
38D13CI,3.7170875
CC742KO,3.4013624
6EMNWNX,3.337329
0NKE0IH,3.3959107
AHHPZF4,4.2339253
DM1NTTY,2.9512048
JTERCJH,3.1115594
3HC3C5R,4.1828885
T2GWE5F,3.1898842
NQF36JY,2.6425014
RUEJZZ6,3.6567264
EWW5CPW,4.7071295
VYYQ1PI,6.5422497
8A68NDG,3.378988
M55D48J,3.7432153
0O4ROHE,3.320984
7SG7IMY,4.0810466
IQYCGUN,3.2635014
YH84L36,2.9153476
3G1OIAE,4.5986905
UVUI7GY,3.416326
PE1BQKY,4.648932
WVYG03T,5.0670185
7Z5C1TL,5.1922913
D3QAYO7,3.0144293
R7B5J4B,3.5567052
8BNTRA1,3.293048
66LFKST,4.560603
DNB71QD,4.8616223
VRXW27B,2.645467
FNRIQV2,3.7109845
Q6GFAL2,4.5129848
FS6AS26,4.827314
ZI79VOA,3.8601217
TJ8BEAV,3.5026953
2GED0MP,3.8565392
D86JQZ1,3.3832057
6KOYO0W,3.2369225
2TZY5SA,3.5514023
LO5FBG3,3.9004946
0KWNF3M,4.60119
AM8I91H,3.7492898
9AE3NL2,5.695331
K6C2TSU,3.9033077
JH8SANA,4.1820307
87RBUYN,3.3108993
PV7AAJA,4.2219973
5PSZDQ4,3.977027
S3KTRD9,3.9721305
MDFXE8U,3.348276
1JKF70V,4.4538918
XON82HC,3.099995
6N6Y6SQ,3.6280384
CCKE41R,3.85571
ZCGG51V,4.5391364
DMCDZL8,2.9573908
GW38VG0,3.7910664
1DN64MR,3.1410005
40BFYK6,3.4353027
AMSSXUI,2.3325157
PUKTYJE,4.273902
JB20FUX,3.3586094
R0FTSVY,3.5617003
X4FL9DU,4.2961617
553LRX5,4.6867657
FQPZJ7T,4.1635447
2BSKUBL,4.6756816
PHIGBXE,3.236452
XHG0ABK,3.4542863
SVLCGTZ,3.3098726
2LWFYIR,2.5291972
N9RF7VM,3.7197435
VKU1NAM,4.473665
IGTDM5E,3.0369563
WR28TCT,2.7293723
RDDNCDM,4.037112
8LBMW12,3.977383
W24P1J9,3.9209614
V7DQ1ZE,3.0048425
JSIV59W,4.623698
W34X6JQ,2.8790822
MC4MZ6F,3.842343
16OFWWO,2.6219893
2N68M3F,3.1709898
M7ZLRT0,2.933183
7GPWNFE,3.2288752
8NNQGX1,3.2132962
J9IL1KV,4.073351
3FZL1CO,2.6158006
U4M3R6U,4.0362425
JV8WOC2,5.1556406
NS0RQW5,5.0960836
S1HLM8K,3.660012
7PQRDOT,2.7670565
VGBM8KA,2.9639635
3H5QF78,2.6606607
YIT58I7,4.9176946
QL8RCEF,3.2803082
X35DMX3,2.9487462
7Z4DUYH,2.0189085
9DUCPZJ,5.0822535
S219TTE,2.4693284
ZFW7B1J,3.0840793
T1Q4ISD,2.7552595
XXHS7IP,4.4027777
GMI3HYI,3.086014
XEPYFC0,2.6612628
23JJFVG,2.5298374
LQHFRIP,2.702122
7M3XR3P,3.5931077
RL6FGX0,2.6680946
TAG2Y35,3.9621575
0THUDGV,3.1976297
OJ4VCU8,3.3973255
RQZ85GE,2.7272825
ZUSJGAI,3.4019573
7LOG31W,3.7138236
CPZC0T3,2.4432583
7Z6G644,2.6445909
1NIMWCD,2.635873
SQT2BVL,3.745904
TNJNUKX,2.887983
HY3LHH0,5.030529
G5G88QQ,2.9780333
05HWF0P,1.9772067
GAGNRH2,3.8548386
4HUD38Q,3.4360688
K32MY2D,2.1252694
38WGNNC,2.8338656
TFZRPJT,2.8338656
RL4LYAQ,3.063239
N5X4WRB,2.3499508
BW7ZZDO,3.425349
WPSGX7U,3.392869
K6RETZR,2.9936643
4ANEBTI,3.427732
OC6GNIQ,3.4346695
LJGBHLL,2.9324336
J7JHFDP,2.6630967
198VHY0,2.5798576
9U9OYNQ,4.0994406
LRGYAGY,3.854937
KUNXNLI,2.8425615
1L613NA,4.721861
DVX6LWR,5.584869
6BXSH7C,2.5000374
I3RAOQI,3.9774432
7I0ZLQX,2.657518
78FVUID,3.3012505
BV9X9NU,3.3855479
BG8IFKL,3.1848533
GKKMY7J,3.303413
ERN4NFG,3.7421663
MCDM3GG,3.2155101
6V1G9IG,3.8375692
VLW6WU9,4.173557
VIMFQ4T,4.548187
TMS0CAV,2.4788008
PIM8119,3.645336
5V42XD1,4.5558915
GVV6SC2,2.8520598
JTV05ZU,3.705739
UQX7LFW,2.9911659
BTQ104U,3.2497847
97RCGF0,3.11413
BFTM145,3.11413
ZQR5WMG,3.5717754
FSUAELQ,4.369358
ITXMPJC,3.111344
U59H09J,3.177904
JA5V60W,2.5422902
9XU0UJK,3.1654313
LA2FN3O,4.089493
F9A6L4R,2.098749
8ULUTUC,3.4256897
1VGNK7E,3.3588302
S38KII2,2.7797248
U86BGFD,3.0749285
P0JSUWH,2.6985395
Z944YWN,3.495917
OQDAFX0,3.5747647
8BXYR2A,3.4906592
CPVDO3F,3.170041
3M4ZZCG,3.3308089
KMK3J5G,3.8030295
IHBICQ6,2.3198228
I3A25NN,4.3449826
BL6YGOI,3.5304992
J2SJK94,2.9235168
H6EZ2M4,3.6034594
GY828P9,3.5224133
S9ZX175,2.860815
5SSBPL6,2.5865827
YT0VWI4,3.4864852
0R5WALI,2.5651667
XE5XYNM,3.1317034
3ZAVWIX,3.1957488
NS4QC7O,3.5482485
VEWZV8L,3.171868
Z6OKZXV,4.3676043
V2F2N19,3.4547129
BJQTM8B,3.1382673
WTXDD4V,4.146061
1W37J53,3.5771544
UU6JNS9,3.82962
9P1TQAR,4.5652213
OSP9NTA,3.5386152
26HPXQJ,3.683128
AQYTDDQ,4.063698
KYLAWVM,3.3582094
68RKQMD,4.8048596
HLZMWX7,4.0729837
RPNVFUI,3.9892218
75SLKCY,3.1758168
A8OXE6P,4.1164618
27UDSTK,3.4528987
WHY3W8Z,3.9299643
C78Y0KZ,3.0753589
B2S9UC7,3.1489913
ZIBO63H,3.415636
YPFX6PE,3.6414917
9UO80OH,4.635073
90TTI7R,3.9312255
46CAJQC,4.0968695
NESSMW4,4.895522
0EUUTN8,5.4045672
PDSTTO0,4.5475607
8TRR3QA,3.4954453
0LPBHJF,5.510174
FQMHVK2,3.5790536
F5EWW5D,3.745628
0DOWLL7,4.6354613
B8ZEBZN,3.698467
XXS1BHI,3.3534017
IH8PTAL,3.7869215
RS7BFAF,4.055999
ZNHI6N5,2.2381117
KYL6FWS,4.691655
5HHMSB0,4.818338
US286CZ,5.1808662
OY94C78,5.1808662
PA2GXQ1,3.5068214
W1573NZ,6.5490766
G007SXE,6.818187
7MM7KSV,4.4520063
SL58C2J,3.9777026
I0XL19B,3.9690387
ULKXYPW,4.378875
SBEDE7Q,4.027268
E283NDX,3.922828
WS4YOWK,3.7382255
GBBPUYD,4.580672
DUQ5WT5,2.0771005
ZAGJO30,4.33967
MUA0PP7,4.147024
84LOICZ,3.6209807
N2SXWF3,3.8335803
DB5CFKE,4.7592087
ZFMSFIV,3.0752215
WY8PSYM,2.5533068
3TEPIAQ,4.118041
B1USTR2,4.9607205
8M6N92C,2.9142456
6LDCOXN,3.599611
97NO7BY,4.1413603
LP5K6YK,2.7580762
ZRJS46Q,2.337121
NEV7X48,3.4698339
4I56F1E,2.6620824
QIP0F98,3.6852193
US3ZZKU,2.8062034
N2PZVUS,3.3875036
0P7Y4AH,3.03218
ROK51BB,2.7693772
5VKRIOO,3.8716397
EC31MZ1,3.8524365
J6RZIMK,3.100929
J3LWDPF,3.3346775
T94T735,2.6721864
996JMP9,3.38055
RMSTW9U,2.8096805
URGDIP2,3.2273839
1UI69BS,3.3249452
6OXWA9S,3.1122255
G2K8W9M,2.6466038
TOCUO76,3.1220214
QQXZUCH,4.5897946
1LLWE8V,4.2242107
QLM572H,3.4562957
237TG17,3.484978
LNTE3XF,2.369386
7SPMPRN,3.9878998
0J7NO1L,2.6855135
J923FO6,2.8954413
1ZG0NKQ,3.9673324
LQAST1A,4.6280775
2Z6UJRD,3.7292056
BJAS0RL,3.2726023
9A03HGA,3.0235388
JS3JUVG,2.617591
F2JE10R,3.6040661
EBB5IV4,3.7040622
5Y0YB8K,2.7860103
LO66I43,2.6854658
4J448SR,3.6516423
KOZX1C6,2.4808638
F4FLIC9,2.9081178
A8IWPSO,2.7853358
Z1J2E7C,3.1905324
FDL18O4,3.3208075
JS3VBMD,3.538629
C2PYDID,3.370861
EFGUI5H,3.8906546
27CSFV7,3.2764742
LSN6C7M,3.3124087
JEFRWK1,3.065032
21PFP8Y,4.0535197
DHY9PV3,2.8176064
AGHXK5U,2.5237741
WNGAI3E,2.3102353
8NSVN5T,4.6312943
U6P9BUY,2.8180945
TCFIV2V,3.4274426
ITVUBZL,2.1805046
YBNKCCO,3.7538345
39TP2A6,2.6365788
MGFRWHU,3.729228
86OLNZC,3.6426241
8O9Y7FK,2.6920536
YIFHN4D,2.9080982
BBHQAP5,2.5708055
PCT5GIS,3.430029
PGVATU8,2.3902097
5TFK4CQ,2.863672
4VPTJE5,3.168137
VDN9D8C,2.5467172
447OAVP,2.876778
LKGSG13,2.9885716
VL3NLAM,2.660914
J4T5WPU,3.4842272
OP68UF3,2.9300878
RPIOE49,2.7899904
23PIP16,2.379753
ZENU0WB,3.0608993
9ASLRM0,3.2128375
F5Y27QZ,2.9798222
1KGPP7V,2.5737262
93SC1UD,2.7888904
9LSZYAI,3.5129883
QBLK53N,2.7375038
46L9WRS,2.4752245
HU2VHU7,2.1625595
IOVGU1B,2.7383068
DE6V7SP,2.526284
XT7I5IL,3.096624
AT16M5C,2.6984
MB4MHKY,4.8750086
OP7IN64,2.7075636
EK7NEQP,3.6183493
MTEI56M,3.680657
LR38U7E,2.4483128
0LZ3HHG,2.7495341
UJS45SA,2.9088855
VMD2OKX,3.0234966
C1UHWWK,2.7348678
I7MD6LD,2.9187057
V55F2K1,2.6559317
AP0F2HR,2.710952
LKMYMRM,2.9782147
NM24IGJ,2.7365632
UK9MAJX,2.6856344
JDTI4K4,3.042562
7EVMU0L,2.5186102
E10LINS,3.1064997
R0U6X0X,3.4706113
8F4V2R7,3.7812772
AM8WQ4I,3.4897904
8A3CAIS,2.7407315
G0CYU03,2.9551415
IPYQBZV,4.3182664
I8Y3ERP,2.7591436
BXPI9IW,2.9012785
LNDENFS,4.8522763
MLR357L,2.502839
JCUV0AL,3.2576485
Y98Y40P,2.8645294
FOLMO1F,2.6813293
ALGYFXA,3.0006652
1B0W8PJ,4.380675
EXZEMXN,2.7282872
OB36220,2.5943482
EVE97U9,2.8428185
2BGSANJ,3.052063
FETY5Q6,2.8759055
KUNIY8F,2.5343015
U3QVE8P,3.3870533
V01035Q,2.872908
PW68JCE,3.0986578
A6TMBP9,2.812799
KA194W6,2.712179
DWMUEYG,3.615239
EAVFCAX,2.790721
68XYAU3,3.626399
4KM4B89,2.6744206
73KTJDT,2.7752137
Z2A5MP2,3.1616383
RMHKEPD,3.0055463
N96H12N,2.986825
2KXGQEX,3.038283
EH4ZONF,3.2661662
SWXDIY1,2.7927654
H7SSKMV,3.10513
1V94YW1,3.580898
5HYYLHF,3.501441
KJKNKZG,3.9781187
A5MJEMH,3.2260475
2R5D4FQ,2.6782126
HFCB3Q5,3.0507572
CC77DT1,3.9412873
MP1Z1HH,2.4434123
4ZJ4GD9,2.8983948
9XS2EYA,2.7202227
JEK6DU2,3.273612
ZGQZOHU,3.3502312
SK5R58Q,3.2702043
M1JY6TU,3.4188662
II8QMTM,2.5259728
5D086MG,2.8021252
1B4ESRB,3.613097
XBWYIQH,2.8742273
PVJYUWG,4.400571
K4NN4Q0,2.7695353
CDT2K2C,3.0344467
BQP6V2I,3.31479
FS7TZYN,3.3910916
Z21MV5J,3.098654
EEQRGNX,3.2235706
RHGZARP,3.292468
AQB7JW1,2.8906891
HXM2Q4Q,2.9783187
GJMXSYN,3.3709996
DGM8L3Q,2.6949484
2N67CXT,3.6663303
829BVXL,3.665643
1WS6VWQ,4.334862
2SV8GW5,4.0342884
52PO5GX,3.4209237
EK0QK7G,4.017004
ZCKZJ3S,3.8560739
AN728RD,2.7018898
D106R76,2.1803603
2U7ZBGC,3.347571
BLCMD2J,2.9248874
ZZWE9W8,2.8223221
WDWUP0C,3.0009618
ENX4RE0,2.5746846
7K4NEXB,3.9135551
LM1TIH7,3.537347
GVJ8G6Z,2.9959302
1W5QLX0,2.9031274
5RVO9IZ,2.8185408
ORU29YR,3.0234263
CSX8AGY,3.2958622
0ZCC30F,2.9262185
YI56DOH,3.9592526
S2LIG3O,2.6671026
CPFZNDR,2.927147
UJA199A,2.919806
SG07DLL,3.785694
31VMTYQ,2.6734672
Q0MY8Z8,3.4007587
VUI3MKZ,4.1487255
DR3X2GZ,3.4147944
AM3DADB,2.8747697
JFMLS2K,2.5024006
WR8LRDW,3.5053287
KL83DTE,3.0234509
P23CFTL,3.1790822
0DMFITP,3.1947792
1TZZ9MC,2.3432648
6MBWM7D,3.0919776
QMR58YK,3.7755787
N9XBK5G,3.1752222
8882TKP,3.174083
YOIOP8F,2.220014
38071LM,4.776739
LILCFUT,2.710952
GWBOS2T,3.162982
ERE7D7K,3.8574653
IRBIFOO,3.3286383
SF3OAIK,3.5495608
A901TDU,2.9627695
HVK3FKN,3.0582857
VBQT01A,4.0835614
OG0P3FX,3.0439148
KX6MTTB,2.5463836
SOHAWYC,3.235999
9ZLWWN2,3.2948608
IEBZBG4,3.1419313
HH3UNDW,3.3363373
VMG9S1E,3.024509
1J09PHN,3.6638455
W3TUO7D,2.721987
Q50FB9L,2.67827
A5JXM5Y,3.4475021
MO48K55,3.36952
7250M07,2.6978757
SGL9F23,3.4127364
4QNON1L,2.554141
04PWTYK,3.3559632
0IB682E,2.585891
4H5ECQZ,3.0226202
UH3AJ3Z,3.4252791
H94F4T6,3.6636062
7Q34FNN,3.5549033
SZTOOU4,3.1264076
DA5T2LX,3.3264697
T06RK4I,3.0644898
PB4AE5A,3.2410448
KD4MI9L,3.138907
BYMR2SO,3.386731
AO8GALV,3.11218
3JU97RU,2.6782126
MC2MGES,2.9076145
8TQVJYV,3.3798852
JC9SMON,3.3922665
PWA6W1X,3.0447261
8WYDFOG,2.0042377
UPJICDW,3.2958622
I5I49JE,2.5781448
NMDYWRE,2.9728744
QRBMMTO,3.1122282
ZV1ELXU,3.5415359
VEFSSDD,2.9687345
M43QNSV,2.5621855
VFZ6HB6,2.391722
1L1VDVD,2.8007896
35BRDCU,3.3925393
EMZVJHJ,2.652536
DZV4R1K,3.1380832
M4VOCV6,2.2924423
NIQDM2F,3.0303552
XJ3WPTG,3.3989403
NSBED9V,3.2176785
BVLD5HP,2.6799145
LHAHBVQ,2.5237482
Q2LI49G,2.8838732
IGADP0W,2.6091263
0J3HUB7,3.179282
04UBJON,2.5335698
ONQYXCY,2.9812052
VX4TE6W,3.705584
JP0B3RA,2.790397
WOXTTDH,3.0312958
G55NVA0,3.356058
JB1FBAK,3.4924834
6N3X8BE,2.8017976
C5W9447,3.2961352
4FEWW32,2.9740539
VTYCASF,3.28553
9GQ5E7L,2.8589742
C7M9E8Y,2.909107
NITU5JX,2.7295036
BA352ZM,2.2331343
1PGXQQ5,2.3687434
CKO3OG6,3.3366232
LU8ZARG,3.2871406
YWBUUVG,3.5073626
YTNSQWM,2.799651
BZFVXQ4,3.653865
RQI76BQ,3.0447261
TK6CIWT,2.8605404
US32L36,4.612251
6FDJ7ID,2.7711484
1R4ZTTG,2.947039
UCN7R7V,4.087555
